House Id,Lot Area,Overall Quality,Overall Condition,Year Built,Basement Area,Ground Floor Area,Second Floor Area,Living Area,Bathrooms,Bedrooms,Fireplaces,Garage Area,Deck Area,Sale Price
791,3182,7,5,2005,1145,1145,0,1145,2,2,1,397,100,160200
792,11333,6,5,1976,1029,1062,0,1062,2,3,2,539,120,146800
793,9920,7,5,1996,1117,1127,886,2013,4,3,1,455,180,269790
794,9158,8,5,2007,1496,1496,0,1496,2,3,0,474,168,225000
795,10832,7,5,1994,712,1086,809,1895,3,3,1,409,143,194500
796,8400,6,6,1980,650,888,676,1564,3,3,1,476,0,171000
797,8197,6,5,1977,660,1285,0,1285,2,3,1,528,138,143500
798,7677,5,5,1953,773,773,0,773,1,2,0,240,0,110000
799,13518,9,5,2008,1926,1966,1174,3140,4,4,2,820,144,485000
800,7200,5,7,1937,731,981,787,1768,3,3,2,240,0,175000
801,12798,6,5,1997,616,616,1072,1688,4,4,0,603,403,200000
802,4800,4,7,1916,1196,1196,0,1196,2,2,0,440,0,109900
803,8199,7,5,2005,728,728,728,1456,4,3,1,410,36,189000
804,13891,9,5,2008,1734,1734,1088,2822,4,4,1,1020,52,582933
805,9000,5,5,1954,936,1128,0,1128,1,2,0,286,0,118000
806,12274,7,5,2008,1417,1428,0,1428,2,3,0,554,0,227680
807,9750,5,5,1967,980,980,0,980,2,3,0,384,68,135500
808,21384,5,6,1923,1324,1072,504,1576,4,3,1,528,0,223500
809,13400,5,5,1966,1024,1086,0,1086,2,3,1,484,0,159950
810,8100,5,5,1898,849,1075,1063,2138,2,2,0,360,40,106000
811,10140,6,6,1974,1040,1309,0,1309,3,3,1,484,265,181000
812,4438,6,5,2004,848,848,0,848,2,1,1,420,140,144500
813,8712,5,5,1952,540,1044,0,1044,1,2,0,504,0,55993
814,9750,6,6,1958,1442,1442,0,1442,2,4,0,301,0,157900
815,8248,5,7,1918,686,686,564,1250,3,3,0,280,207,116000
816,12137,7,5,1998,1649,1661,0,1661,2,3,0,598,0,224900
817,11425,5,6,1954,1008,1008,0,1008,1,2,1,275,0,137000
818,13265,8,5,2002,1568,1689,0,1689,3,3,2,857,150,271000
819,8816,6,7,1971,1010,1052,0,1052,2,3,0,440,0,155000
820,6371,7,5,2009,1358,1358,0,1358,3,2,1,484,192,224000
821,7226,7,5,2003,798,798,842,1640,3,3,0,595,0,183000
822,6000,4,4,1953,936,936,0,936,1,2,0,576,0,93000
823,12394,7,5,2003,847,847,886,1733,3,3,1,433,100,225000
824,9900,6,7,1940,778,944,545,1489,2,3,1,240,335,139500
825,11216,8,5,2006,1489,1489,0,1489,2,3,1,776,0,232600
826,14803,10,5,2007,2078,2084,0,2084,3,2,1,1220,188,385000
827,6130,5,6,1924,784,784,0,784,2,2,0,0,0,109500
828,8529,7,5,2001,1454,1434,0,1434,2,3,1,527,290,189000
829,28698,5,5,1967,1013,1160,966,2126,4,3,0,538,486,185000
830,2544,7,5,2005,600,520,623,1223,3,2,0,480,0,147400
831,11900,6,5,1957,1392,1392,0,1392,3,3,2,458,0,166000
832,3180,7,5,2005,600,520,600,1200,3,2,0,480,0,151000
833,9548,7,6,2003,941,941,888,1829,4,3,1,613,192,237000
834,10004,6,6,1964,1516,1516,0,1516,2,3,0,472,0,167000
835,7875,5,6,1961,1144,1144,0,1144,2,3,0,456,0,139950
836,9600,4,7,1950,1067,1067,0,1067,2,2,0,436,290,128000
837,8100,5,6,1948,1559,1559,0,1559,2,2,0,812,0,153500
838,1680,6,5,1973,483,483,504,987,3,2,0,264,0,100000
839,9525,5,6,1995,1099,1099,0,1099,2,3,0,352,278,144000
840,11767,5,6,1946,768,768,432,1200,1,3,0,240,0,130500
841,12155,6,8,1925,672,810,672,1482,2,4,0,400,0,140000
842,10440,5,8,1904,650,958,581,1539,2,3,1,686,70,157500
843,9020,6,7,1966,1127,1165,0,1165,3,3,0,490,0,174900
844,8000,5,4,1961,1800,1800,0,1800,2,6,0,0,0,141000
845,12665,5,8,1915,876,876,540,1416,2,4,1,720,418,153900
846,16647,5,5,1975,1390,1701,0,1701,3,3,2,611,0,171000
847,9317,7,5,1993,740,1006,769,1775,4,3,1,425,234,213000
848,15523,5,6,1972,864,864,0,864,2,3,1,338,0,133500
849,45600,6,8,1908,907,1307,1051,2358,3,5,1,360,486,240000
850,9600,6,7,1976,528,1094,761,1855,3,3,1,512,113,187000
851,4435,6,5,2003,848,848,0,848,2,1,0,420,140,131500
852,3196,8,5,2003,1273,1456,0,1456,2,2,1,400,143,215000
853,7128,7,5,1941,918,918,728,1646,2,4,2,240,0,164000
854,12095,6,6,1964,1127,1445,0,1445,2,3,1,645,180,158000
855,17920,5,4,1955,1763,1779,0,1779,3,3,1,454,0,170000
856,6897,5,8,1962,1040,1040,0,1040,3,3,0,260,0,127000
857,10970,6,6,1978,940,1026,0,1026,2,3,0,576,0,147000
858,8125,6,5,1994,702,702,779,1481,3,3,1,343,0,174000
859,10400,7,5,1976,1090,1370,0,1370,2,3,1,479,0,152000
860,11029,6,7,1968,1054,1512,1142,2654,4,4,1,619,0,250000
861,7642,7,8,1918,912,912,514,1426,2,3,1,216,0,189950
862,11625,5,4,1965,1039,1039,0,1039,3,3,0,504,0,131500
863,9672,6,5,1984,1040,1097,0,1097,2,3,0,480,0,152000
864,7931,5,5,1959,1148,1148,0,1148,2,3,0,672,0,132500
865,8640,7,5,2007,1372,1372,0,1372,2,3,0,529,0,250580
866,8750,5,6,1970,1002,1002,0,1002,2,3,0,902,0,148500
867,10656,8,5,2006,1638,1646,0,1646,2,3,1,870,192,248900
868,6970,4,5,1961,1040,1120,0,1120,3,3,0,544,168,129000
869,14762,5,6,1948,0,1547,720,2320,2,2,1,672,120,169000
870,9938,7,5,1993,1050,1062,887,1949,4,3,1,574,156,236000
871,6600,5,5,1962,894,894,0,894,1,2,0,308,0,109500
872,8750,6,5,1998,804,804,878,1682,3,3,0,523,0,200500
873,8892,5,7,1953,105,910,0,910,1,3,0,414,196,116000
874,12144,5,7,1949,832,1036,0,1268,1,3,1,288,0,133000
875,5720,5,6,1941,676,676,455,1131,2,3,0,200,26,66500
876,9000,8,5,2007,1184,1184,1426,2610,3,4,1,550,208,303477
877,25286,4,5,1963,1064,1040,0,1040,2,3,0,648,0,132250
878,8834,9,5,2004,1462,1462,762,2224,4,4,1,738,184,350000
879,11782,5,7,1961,1109,1155,0,1155,2,3,0,576,192,148000
880,7000,5,8,1978,864,864,0,864,2,3,0,336,0,136500
881,7024,5,5,2005,1090,1090,0,1090,3,2,0,450,0,157000
882,13758,7,5,1990,1156,1187,530,1717,3,3,1,400,168,187500
883,9636,6,5,1992,808,808,785,1593,3,3,1,389,342,178000
884,6204,4,5,1912,795,954,795,2230,2,5,0,440,0,118500
885,7150,5,5,1967,892,892,0,892,1,3,0,288,0,100000
886,5119,9,5,1999,1698,1709,0,1709,3,2,1,506,97,328900
887,8393,5,5,1959,1626,1712,0,1712,2,4,0,588,272,145000
888,16466,5,7,1955,816,872,521,1393,2,3,0,300,121,135500
889,15865,8,6,1970,2217,2217,0,2217,3,4,1,621,81,268000
890,12160,6,4,1953,1505,1505,0,1505,2,2,1,505,0,149500
891,8064,5,7,1949,672,672,252,924,1,3,1,576,0,122900
892,11184,6,5,1978,918,918,765,1683,3,3,1,440,243,172500
893,8414,6,8,1963,1059,1068,0,1068,2,3,0,264,192,154500
894,13284,5,5,1954,1383,1383,0,1383,2,3,1,354,511,165000
895,7018,5,5,1979,0,1535,0,1535,2,4,0,400,0,118858
896,7056,6,5,1963,780,983,813,1796,3,4,1,483,0,140000
897,8765,4,6,1936,951,951,0,951,1,2,0,327,0,106500
898,7018,5,5,1979,0,1120,1120,2240,2,6,0,528,154,142953
899,12919,9,5,2009,2330,2364,0,2364,4,2,2,820,0,611657
900,6993,5,7,1961,912,1236,0,1236,1,3,1,288,0,135000
901,7340,4,6,1971,858,858,0,858,1,2,0,684,0,110000
902,8712,5,7,1957,992,1306,0,1306,2,2,0,756,0,153000
903,7875,7,5,2003,783,807,702,1509,3,3,1,393,0,180000
904,14859,7,5,2006,1670,1670,0,1670,2,3,1,690,144,240000
905,6173,5,6,1967,876,902,0,902,1,3,0,288,0,125500
906,9920,5,5,1954,1056,1063,0,1063,2,3,0,280,0,128000
907,13501,8,5,2006,1623,1636,0,1636,3,3,1,865,0,255000
908,11500,7,7,1936,1017,1020,1037,2057,2,3,1,180,0,250000
909,8885,5,5,1983,864,902,0,902,2,2,0,484,164,131000
910,12589,6,5,2005,742,742,742,1484,3,3,1,390,36,174000
911,11600,5,5,1960,1105,1105,1169,2274,2,5,0,480,0,154300
912,9286,5,7,1977,1268,1268,0,1268,2,3,0,252,173,143500
913,6120,5,7,1925,768,1015,0,1015,1,3,0,450,0,88000
914,6270,5,6,1949,1001,1001,1001,2002,2,4,0,871,0,145000
915,3000,6,5,2009,612,612,612,1224,3,2,0,528,0,173733
916,2001,4,5,1970,546,546,546,1092,2,3,0,286,0,75000
917,9000,2,3,1949,480,480,0,480,1,1,0,308,0,35311
918,17140,4,6,1956,1134,1229,0,1229,1,3,0,284,0,135000
919,13125,7,5,1991,1104,912,1215,2127,4,4,1,833,72,238000
920,11029,6,8,1958,1184,1414,0,1414,2,3,1,601,0,176500
921,8462,6,5,1994,928,936,785,1721,4,3,0,471,300,201000
922,8777,5,7,1900,1272,1272,928,2200,6,4,0,0,0,145900
923,10237,6,5,2005,1316,1316,0,1316,2,3,1,397,100,169990
924,8012,6,5,1993,1604,1617,0,1617,3,2,1,533,0,193000
925,10240,6,6,1980,1686,1686,0,1686,3,3,1,612,384,207500
926,15611,5,6,1977,1126,1126,0,1126,3,3,0,540,180,175000
927,11999,8,5,2003,1181,1234,1140,2374,3,4,1,656,104,285000
928,9900,7,5,1968,832,1098,880,1978,3,4,1,486,0,176000
929,11838,8,5,2001,1753,1788,0,1788,2,3,1,522,202,236500
930,13006,7,5,1997,964,993,1243,2236,3,4,1,642,0,222000
931,8925,8,5,2007,1466,1466,0,1466,2,3,0,610,100,201000
932,9100,5,6,1965,925,925,0,925,2,2,0,429,0,117500
933,11670,9,5,2006,1905,1905,0,1905,2,3,1,788,0,320000
934,8487,7,5,2004,1500,1500,0,1500,2,3,0,570,192,190000
935,27650,7,7,1960,585,2069,0,2069,3,4,1,505,0,242000
936,5825,4,5,1926,600,747,0,747,1,1,0,528,0,79900
937,10083,7,5,2003,1176,1200,0,1200,3,2,0,555,0,184900
938,9675,7,5,2005,1113,1113,858,1971,3,3,1,689,0,253000
939,8760,7,5,2006,1391,1391,571,1962,3,3,0,868,0,239799
940,24090,7,7,1940,1032,1207,1196,2403,2,4,2,349,56,244400
941,12640,6,5,1976,1728,1728,0,1728,2,4,0,574,40,150900
942,8755,7,5,1999,992,1022,1038,2060,4,3,1,390,0,214000
943,7711,4,3,1977,1440,1440,0,1440,4,4,0,0,321,150000
944,25000,5,4,1967,1632,1632,0,1632,2,4,0,576,0,143000
945,14375,6,6,1958,819,1344,0,1344,2,3,1,525,0,137500
946,8820,5,6,1890,1088,1188,561,1869,1,2,0,456,48,124900
947,8163,5,6,1959,1144,1144,0,1144,2,3,1,796,86,143000
948,14536,8,5,2002,1616,1629,0,1629,3,3,1,808,0,270000
949,14006,7,5,2002,936,936,840,1776,3,3,1,474,144,192500
950,9360,6,7,1972,1161,1381,0,1381,3,3,1,676,0,197500
951,7200,5,8,1950,864,864,0,864,2,3,0,720,194,129000
952,7800,5,5,1965,828,965,0,965,2,3,0,300,421,119900
953,7200,5,8,1972,768,768,0,768,2,2,0,396,192,133900
954,11075,5,4,1969,784,1168,800,1968,4,4,1,530,305,172000
955,9400,6,5,1975,945,980,0,980,4,4,0,0,0,127500
956,7136,6,6,1946,979,979,979,1958,2,4,0,492,0,145000
957,1300,6,6,1980,561,561,668,1229,2,2,1,462,150,124000
958,7420,5,5,1962,1057,1057,0,1057,1,3,0,576,0,132000
959,8450,7,5,2003,1337,1337,0,1337,3,3,0,531,0,185000
960,2572,7,5,1999,696,696,720,1416,4,3,0,484,0,155000
961,7207,5,7,1958,858,858,0,858,2,2,0,0,117,116500
962,12227,6,7,1977,1330,1542,1330,2872,4,4,1,619,550,272000
963,2308,6,6,1976,804,804,744,1548,4,3,1,440,48,155000
964,11923,9,5,2007,1800,1800,0,1800,2,2,0,702,288,239000
965,11316,7,5,2002,817,824,1070,1894,4,4,1,510,0,214900
966,10237,6,5,2005,783,783,701,1484,3,3,1,393,0,178900
967,9600,5,7,1940,728,976,332,1308,3,2,2,256,0,160000
968,7390,5,7,1955,1098,1098,0,1098,2,3,0,260,0,135000
969,5925,3,6,1910,600,600,368,968,1,2,0,0,0,37900
970,10382,6,5,1958,588,1095,0,1095,2,2,0,264,0,140000
971,10800,4,4,1949,720,720,472,1192,2,4,0,0,0,135000
972,2268,7,5,2003,764,764,862,1626,2,2,0,474,0,173000
973,7892,6,5,1979,918,918,0,918,2,2,1,264,28,99500
974,11639,7,5,2007,1428,1428,0,1428,2,3,0,480,0,182000
975,11414,7,8,1910,728,1136,883,2019,1,3,0,532,509,167500
976,2651,7,5,2000,673,673,709,1382,4,3,0,490,153,165000
977,5900,4,7,1923,440,869,0,869,1,2,0,0,0,85500
978,4274,7,5,2006,1241,1241,0,1241,3,1,0,569,0,199900
979,9450,4,5,1954,894,894,0,894,1,3,0,400,0,110000
980,8816,5,6,1963,1121,1121,0,1121,2,3,0,480,0,139000
981,12122,7,9,1961,944,999,0,999,2,3,0,588,144,178400
982,12203,8,5,1998,1225,1276,1336,2612,4,4,1,676,250,336000
983,3182,7,5,2007,1266,1266,0,1266,2,2,1,388,100,159895
984,11250,8,5,2002,1128,1149,1141,2290,3,4,1,779,0,255900
985,10125,5,5,1977,0,1302,432,1734,2,4,0,539,0,126000
986,10880,5,5,1950,1164,1164,0,1164,2,3,0,240,0,125000
987,5310,6,8,1910,485,1001,634,1635,1,2,0,255,394,117000
988,10159,9,5,2009,1930,1940,0,1940,4,3,1,606,168,395192
989,12046,6,6,1976,848,1118,912,2030,3,4,1,551,0,195000
990,8125,7,5,2006,770,778,798,1576,3,3,0,614,0,197000
991,9452,8,5,1997,1396,1407,985,2392,4,3,1,870,0,348000
992,17671,8,9,1882,916,916,826,1742,2,4,1,424,0,168000
993,9760,6,8,1964,822,1020,831,1851,3,3,1,440,239,187000
994,8846,6,5,2005,750,750,750,1500,3,3,0,564,0,173900
995,12456,10,5,2006,1700,1718,0,1718,3,3,1,786,216,337500
996,4712,4,7,1946,747,774,456,1230,3,3,0,305,0,121600
997,10659,5,6,1961,1050,1050,0,1050,2,3,0,368,0,136500
998,11717,6,6,1970,1442,1442,0,1442,2,2,1,615,371,185000
999,9786,3,4,1922,1007,1077,0,1077,1,3,1,210,0,91000
1000,6762,7,5,2006,1187,1208,0,1208,3,2,0,632,105,206000
1001,10206,3,3,1952,0,944,0,944,1,2,0,528,0,82000
1002,5400,5,6,1920,691,691,0,691,1,2,0,216,0,86000
1003,11957,8,5,2006,1574,1574,0,1574,2,3,1,824,144,232000
1004,11500,5,6,1976,1680,1680,0,1680,2,4,0,528,0,136905
1005,3182,7,5,2005,1346,1504,0,1504,2,1,1,457,156,181000
1006,8385,5,8,1977,985,985,0,985,2,3,0,328,210,149900
1007,12155,6,3,1970,1657,1657,0,1657,3,3,1,484,0,163500
1008,2217,4,4,1970,546,546,546,1092,2,3,0,286,238,88000
1009,12118,7,5,2004,1710,1710,0,1710,2,3,1,550,100,240000
1010,6000,5,5,1926,1008,1008,0,1522,2,4,0,0,0,102000
1011,21286,5,5,1948,720,720,551,1271,2,4,1,312,0,135000
1012,9825,5,5,1965,0,1664,0,1664,2,4,0,0,0,100000
1013,10592,6,7,1923,602,900,602,1502,2,3,2,180,96,165000
1014,7200,5,4,1910,1022,1022,0,1022,2,2,0,280,0,85000
1015,11664,6,5,1948,1082,1082,0,1082,1,2,1,240,0,119200
1016,8400,8,6,2001,810,810,855,1665,4,3,0,528,0,227000
1017,11883,7,5,1996,1504,1504,0,1504,3,3,1,478,115,203000
1018,5814,8,5,1984,1220,1360,0,1360,2,1,1,565,63,187500
1019,10784,7,5,1991,384,802,670,1472,3,3,1,402,164,160000
1020,3013,7,5,2005,1362,1506,0,1506,2,2,1,440,142,213490
1021,7024,4,5,2005,1132,1132,0,1132,3,2,0,451,252,176000
1022,7406,7,5,2006,1199,1220,0,1220,3,2,0,632,105,194000
1023,9439,5,5,1930,912,912,336,1248,1,2,0,160,0,87000
1024,3182,7,5,2005,1346,1504,0,1504,2,2,1,437,156,191000
1025,15498,8,6,1976,1565,2898,0,2898,3,2,1,665,0,287000
1026,7700,5,5,1972,882,882,0,882,2,3,0,461,96,112500
1027,9300,5,5,1960,1268,1264,0,1264,2,3,2,461,0,167500
1028,9520,8,5,2007,1638,1646,0,1646,3,3,1,800,192,293077
1029,9492,5,5,1941,768,968,408,1376,2,3,1,240,0,105000
1030,1680,6,7,1972,672,672,546,1218,3,3,0,264,0,118000
1031,7082,5,8,1916,686,948,980,1928,2,5,0,0,0,160000
1032,15863,7,3,1920,824,1687,998,3082,4,5,2,672,136,197000
1033,14541,8,7,1993,1338,1352,1168,2520,4,5,1,796,209,310000
1034,8125,7,5,2002,1654,1654,0,1654,3,3,0,900,0,230000
1035,6305,5,7,1938,920,954,0,954,1,2,1,240,0,119750
1036,11500,4,3,1957,0,845,0,845,1,3,0,290,186,84000
1037,12898,9,5,2007,1620,1620,0,1620,3,2,1,912,228,315500
1038,9240,8,5,2001,1055,1055,1208,2263,3,3,1,905,0,287000
1039,1533,4,6,1970,546,798,546,1344,2,3,1,0,0,97000
1040,1477,4,4,1970,630,630,0,630,2,1,0,286,0,80000
1041,13125,5,4,1957,1134,1803,0,1803,3,3,1,484,0,155000
1042,9130,6,8,1966,800,800,832,1632,3,4,0,484,0,173000
1043,5381,6,5,2005,1306,1306,0,1306,3,1,1,624,170,196000
1044,11839,7,5,1990,1475,1532,797,2329,4,4,1,514,192,262280
1045,9600,8,5,1981,2524,2524,0,2524,4,4,1,542,474,278000
1046,13680,3,5,1955,0,1733,0,1733,2,4,1,452,0,139600
1047,16056,9,5,2005,1992,1992,876,2868,4,4,1,716,214,556581
1048,9245,5,5,1994,990,990,0,990,2,3,0,672,0,145000
1049,21750,5,4,1960,0,1771,0,1771,1,3,1,336,0,115000
1050,11100,4,7,1946,0,930,0,930,1,2,0,308,0,84900
1051,8993,7,5,2007,1302,1302,0,1302,2,3,0,436,0,176485
1052,11175,7,5,2007,1316,1316,0,1316,2,3,1,440,0,200141
1053,9500,6,6,1964,816,1127,850,1977,3,4,1,540,0,165000
1054,8562,5,6,1957,1216,1526,0,1526,1,4,1,364,116,144500
1055,11367,8,5,2002,1065,1091,898,1989,4,3,1,586,199,255000
1056,11361,6,5,1976,1193,1523,0,1523,3,3,1,478,0,180000
1057,7052,7,5,2005,1364,1364,0,1364,3,2,1,484,192,185850
1058,29959,7,6,1994,973,979,871,1850,3,3,1,467,168,248000
1059,11308,9,5,2008,1104,1130,1054,2184,4,3,1,836,0,335000
1060,11275,6,7,1932,854,1096,895,1991,2,3,1,432,0,220000
1061,4920,8,5,2001,1338,1338,0,1338,3,2,0,582,0,213500
1062,18000,3,4,1935,894,894,0,894,1,2,0,1248,0,81000
1063,13600,5,5,1900,662,1422,915,2337,2,5,0,560,0,90000
1064,6000,6,6,1925,1103,1103,0,1103,1,2,1,440,166,110500
1065,11000,5,6,1966,1154,1154,0,1154,2,3,1,480,0,154000
1066,14000,7,5,1996,1306,1306,954,2260,4,3,0,533,296,328000
1067,7837,6,7,1993,799,799,772,1571,3,3,1,380,0,178000
1068,9760,6,6,1964,780,798,813,1611,3,4,0,442,328,167900
1069,3964,6,4,1973,942,1291,1230,2521,4,5,1,576,728,151400
1070,9600,5,7,1949,845,893,0,893,2,2,0,576,0,135000
1071,10152,5,5,1956,1048,1048,0,1048,2,3,0,286,0,135000
1072,11700,6,6,1968,727,829,727,1556,2,4,0,441,0,154000
1073,7585,5,3,1948,810,1002,454,1456,3,4,1,280,0,91500
1074,7950,6,6,1977,690,698,728,1426,2,3,0,440,252,159500
1075,8556,7,5,2006,1240,1240,0,1240,2,2,0,826,140,194000
1076,13125,7,6,1940,800,960,780,1740,2,3,2,240,0,219500
1077,10800,5,8,1936,796,1096,370,1466,3,3,1,566,436,170000
1078,15870,5,5,1969,1096,1096,0,1096,2,3,0,299,240,138800
1079,4435,6,5,2004,848,848,0,848,2,1,1,420,140,155900
1080,8775,5,5,1994,990,990,0,990,1,3,0,299,0,126000
1081,11040,6,7,1971,1258,1258,0,1258,3,3,0,528,55,145000
1082,7500,5,5,1963,1040,1040,0,1040,3,3,0,308,0,133000
1083,8749,7,5,2002,1459,1459,0,1459,2,3,1,527,192,192000
1084,8800,6,6,1964,1251,1251,0,1251,2,3,2,461,0,160000
1085,13031,6,5,1995,691,691,807,1498,3,3,1,409,315,187500
1086,9069,6,6,1992,936,996,0,996,2,2,0,564,120,147000
1087,1974,4,5,1973,546,546,546,1092,2,3,0,286,120,83500
1088,10574,8,5,2005,1082,1082,871,1953,3,3,1,1043,160,252000
1089,2522,7,5,2004,970,970,739,1709,2,3,0,380,0,137500
1090,3316,8,5,2005,1247,1247,0,1247,3,1,1,550,0,197000
1091,8544,3,4,1950,0,1040,0,1040,2,2,0,400,0,92900
1092,2160,7,5,1999,600,624,628,1252,4,2,0,462,0,160000
1093,8400,6,5,1925,1181,1390,304,1694,2,4,1,576,342,136500
1094,9230,5,8,1965,864,1200,0,1200,3,1,0,884,0,146000
1095,5868,5,7,1956,936,936,0,936,2,2,0,308,0,129000
1096,9317,6,5,2006,1314,1314,0,1314,2,3,1,440,0,176432
1097,6882,6,7,1914,684,773,582,1355,2,3,0,0,136,127000
1098,3696,8,5,1986,1074,1088,0,1088,2,2,0,461,0,170000
1099,6000,4,6,1936,672,757,567,1324,1,3,0,240,0,128000
1100,11880,7,5,1978,1271,1601,0,1601,2,3,1,478,0,157000
1101,8400,2,5,1920,290,438,0,438,1,1,0,246,0,60000
1102,9758,5,5,1971,950,950,0,950,1,3,0,280,0,119500
1103,7000,5,7,1960,1010,1134,0,1134,1,2,0,254,0,135000
1104,8910,6,6,1959,655,1194,0,1194,2,3,1,539,0,159500
1105,2016,5,5,1970,630,630,672,1302,3,3,0,440,0,106000
1106,12256,8,5,1994,1463,1500,1122,2622,4,3,2,712,186,325000
1107,10357,7,5,1990,910,1442,0,1442,3,3,1,719,0,179900
1108,23257,7,5,2006,868,887,1134,2021,3,3,1,422,0,274725
1109,8063,6,5,2000,924,948,742,1690,3,3,1,463,100,181000
1110,11362,8,5,2004,1836,1836,0,1836,3,3,1,862,125,280000
1111,8000,6,5,1995,773,773,885,1658,4,3,1,431,224,188000
1112,10480,7,6,1976,803,1098,866,1964,3,4,1,483,0,205000
1113,7100,5,7,1957,816,816,0,816,2,2,0,308,0,129900
1114,8923,5,7,1953,1008,1008,0,1008,2,2,0,240,0,134500
1115,5400,5,7,1954,833,833,0,833,1,2,0,326,0,117000
1116,12085,8,5,2007,1734,1734,0,1734,3,3,1,928,0,318000
1117,7750,8,5,2002,408,779,640,1419,4,3,1,527,120,184100
1118,9764,5,7,1967,894,894,0,894,2,3,0,450,0,130000
1119,13825,5,6,1958,533,1021,580,1601,2,3,0,300,280,140000
1120,7560,5,5,1959,1040,1040,0,1040,1,3,0,286,140,133700
1121,8263,6,5,1920,1012,1012,0,1012,1,2,1,308,0,118400
1122,10084,7,5,2005,1552,1552,0,1552,2,3,0,782,144,212900
1123,8926,4,3,1956,672,960,0,960,1,3,0,288,64,112000
1124,9405,5,9,1947,698,698,0,698,2,2,0,0,0,118000
1125,9125,7,5,1992,384,812,670,1482,3,3,1,392,100,163900
1126,10434,4,5,1955,1005,1005,0,1005,1,2,1,672,0,115000
1127,3684,7,5,2007,1373,1555,0,1555,2,2,1,660,143,174000
1128,14572,7,5,2004,1530,1530,0,1530,3,3,1,630,144,259000
1129,11796,7,5,2004,847,847,1112,1959,3,4,1,434,100,215000
1130,7200,5,5,1980,936,936,0,936,2,2,0,672,49,140000
1131,7804,4,3,1928,1122,1328,653,1981,3,4,2,576,431,135000
1132,10712,5,5,1991,974,974,0,974,1,3,0,0,0,93500
1133,9900,6,4,1880,1008,1178,1032,2210,2,5,0,205,0,117500
1134,9828,8,5,1995,1128,1142,878,2020,3,3,1,466,0,239500
1135,8773,6,5,1997,916,916,684,1600,3,3,1,460,100,169000
1136,6180,6,5,1926,960,986,0,986,1,2,1,180,0,102000
1137,9600,6,5,1950,1032,1032,220,1252,1,3,0,288,0,119000
1138,6342,5,8,1875,780,780,240,1020,1,2,0,0,0,94000
1139,9819,6,5,1977,1567,1567,0,1567,3,2,2,714,264,196000
1140,8731,5,5,1920,915,1167,0,1167,1,3,1,495,0,144000
1141,7350,5,7,1951,952,952,0,952,2,2,0,840,0,139000
1142,10304,5,7,1976,780,1088,780,1868,4,4,1,484,448,197500
1143,9965,8,5,2006,1466,1466,1362,2828,4,4,1,1052,125,424870
1144,9000,5,3,1959,1006,1006,0,1006,1,3,0,0,0,80000
1145,12180,4,4,1941,672,672,252,924,2,2,0,280,0,80000
1146,6240,5,6,1928,1042,1042,534,1576,1,3,1,225,0,149000
1147,11200,6,5,1985,1298,1298,0,1298,3,3,1,403,165,180000
1148,12000,7,7,1941,704,860,704,1564,2,3,1,234,0,174500
1149,5700,7,7,1926,572,572,539,1111,1,2,1,288,0,116900
1150,9000,7,9,1920,650,832,650,1482,2,3,0,324,0,143000
1151,8280,6,5,1950,932,932,0,932,1,2,1,306,0,124000
1152,17755,5,4,1959,1466,1466,0,1466,2,3,2,528,0,149900
1153,14115,6,7,1956,1073,1811,0,1811,1,2,1,470,0,230000
1154,5890,6,8,1930,816,816,0,816,1,2,0,432,0,120500
1155,13700,7,6,1965,864,902,918,1820,3,4,2,492,60,201800
1156,10768,5,8,1976,1437,1437,0,1437,3,3,1,528,0,218000
1157,9350,5,8,1965,1219,1265,0,1265,3,3,1,502,0,179900
1158,5001,7,5,2007,1314,1314,0,1314,3,2,1,626,172,230000
1159,11932,8,5,2007,1580,1580,0,1580,2,3,0,830,0,235128
1160,9120,6,6,1974,901,943,933,1876,3,4,1,540,0,185000
1161,2280,6,5,1978,855,855,601,1456,3,3,1,440,26,146000
1162,14778,6,7,1954,1296,1640,0,1640,2,3,1,924,108,224000
1163,8724,5,5,1968,894,894,0,894,1,3,1,450,0,129000
1164,12900,4,4,1969,1198,1258,0,1258,4,0,0,400,120,108959
1165,16157,5,7,1978,1360,1432,0,1432,3,2,1,588,168,194000
1166,9541,7,5,2009,1502,1502,0,1502,2,3,0,644,0,233170
1167,10475,8,5,2008,1694,1694,0,1694,2,3,0,776,160,245350
1168,10852,6,5,2000,959,959,712,1671,4,3,1,472,0,173000
1169,13728,6,7,1935,1127,1236,872,2108,2,4,2,540,0,235000
1170,35760,10,5,1995,1930,1831,1796,3627,5,4,1,807,361,625000
1171,9880,6,6,1977,1096,1118,0,1118,2,3,1,358,203,171000
1172,9120,6,6,1958,1261,1261,0,1261,2,3,1,433,0,163000
1173,4017,7,5,2006,625,625,625,1250,3,2,0,625,0,171900
1174,18030,5,6,1946,1598,1636,971,3086,3,3,1,0,122,200500
1175,16560,6,8,1932,952,1170,1175,2345,3,4,1,360,0,239000
1176,10678,8,5,1992,1683,2129,743,2872,3,4,1,541,0,285000
1177,6951,5,5,1984,876,923,0,923,2,3,0,264,362,119500
1178,3950,6,8,1926,818,818,406,1224,1,3,0,210,0,115000
1179,7681,5,6,1921,731,820,523,1343,2,3,1,186,192,154900
1180,8335,5,5,1954,0,1124,0,1124,1,3,1,0,0,93000
1181,11170,7,5,1990,1216,1298,1216,2514,3,4,0,693,0,250000
